k6,k8,lr_stat
0.004999999999999999,219.2370199499166,102.25251601969134
0.005483041135621804,370.96749662205144,77.64017357715635
0.006012748018984175,38.88184758793855,61.44760107771771
0.00659362894524375,3.2934516561104106,52.39497916842366
0.007230627747959626,1.0843831577636354,44.99834740951595
0.007929165875686216,0.6700519490362369,38.03237859336431
0.008695188533511242,0.49283624611564725,31.564063858355834
0.009535215282245844,0.3960035147587613,25.647332251610543
0.010456395525912729,0.3343598079975909,20.322949390029397
0.011466569359782264,0.29173520018317056,15.617813461883204
0.012574334296829352,0.2606274562300148,11.546523316993172
0.013789118440515093,0.23693658510650417,8.112711789150751
0.014,0.23358025382652658,7.6083929965010215
0.0145,0.22628009270189753,6.507681503254997
0.015,0.21974858757321147,5.530304999314069
0.015121260726661095,0.218324856195228,5.310518946161327
0.0155,0.21396937071432287,4.664653502512262
0.016,0.20872913235468604,3.9003784550044043
0.0165,0.20400946066762038,3.228190257360097
0.01658209891734905,0.2032900210619739,3.1260365082368993
0.017,0.19972140694714868,2.6397933883486866
0.0175,0.19580737491617706,2.1277180663055772
0.018000000000000002,0.19219628995125748,1.6852472253500386
0.018184066095754944,0.19094328775503056,1.5386641741506555
0.018500000000000003,0.1888807332368272,1.3063291511791384
0.019,0.18583985040627682,0.9855070129631492
0.0195,0.18296762043217352,0.7178143704538351
0.01994079648317803,0.18063205497280155,0.5223312882333113
0.02,0.18030887071408497,0.49880200534867913
0.0205,0.17786675120200712,0.3243853388348166
0.021,0.17555620331060617,0.1908928930225972
0.0215,0.1733945403110797,0.09495586115164809
0.02186724147886556,0.17191497728351157,0.046629702100551035
0.022,0.17137234849245742,0.03351601049412801
0.0225,0.16946060294658083,0.003781219219297426
0.023,0.1676677007190468,0.003206330101965222
0.0235,0.16596346285034436,0.029455610064431013
0.023979796910239066,0.16441173025618805,0.07787907547376426
0.024,0.16434855682926575,0.08039211062098212
0.0245,0.1628190180083242,0.15405595490448895
0.025,0.1613730180595061,0.24865222766188816
0.025500000000000002,0.1599967681208585,0.36253316945466524
0.026000000000000002,0.1586842110192661,0.4941751819812477
0.02629644257653949,0.15793243636412013,0.5800370584329257
0.026500000000000003,0.15742618038886347,0.6421836153554911
0.027000000000000003,0.15623027661230315,0.8052680996075409
0.0275,0.1550848964439946,0.982245136784965
0.028,0.15400783643362015,1.1720143535541903
0.0285,0.15295730484580305,1.3735657807626198
0.028836895273536563,0.15226892212639886,1.5155375983376422
0.028999999999999998,0.15195556683625377,1.5859626983564779
0.0295,0.15099292803791808,1.808335997368823
0.03,0.15005463826347332,2.0398844817641506
0.0305,0.14917318913412525,2.2798676560157407
0.031,0.148315894425453,2.5275966895953785
0.0315,0.14748550053039988,2.782429857127332
0.03162277660168379,0.1472938542812796,2.84602180505009
0.032,0.14669615145600123,3.0437776049304133
0.0325,0.1459368800910419,3.31108477632632
0.033,0.14519206572376953,3.583843183634543
0.0335,0.1444796628285443,3.861578019784519
0.034,0.14378185435879653,4.143843152666117
0.0345,0.14311987457420594,4.430226201801509
0.03467779698592221,0.14288886536574252,4.5329830430907885
0.035,0.14247351807001585,4.720346547344129
0.035500000000000004,0.14184360862629575,5.013846061326255
0.036,0.14123916985361307,5.310391268886475
0.038027957473310676,0.13895988916869073,6.5382888472808505
0.04170177102596782,0.13543684945613665,8.824667323828342
0.045730505192732654,0.13227123246503325,11.35603936975304
0.05014844822490394,0.12940452368701783,14.097836734551962
0.054993200900949744,0.12680307412493064,17.01721365942269
0.060305996543884334,0.12443939050103836,20.083212217554436
0.06613205195495687,0.12227214009713805,23.26685816310746
0.07252095225042142,0.12029131961126405,26.541228010989723
0.07952707287670507,0.11846536953569697,29.881467312714836
0.08721004239571345,0.11678911444541762,33.2647854030902
0.09563524997900373,0.11523754034897893,36.67041457978747
0.1048744019300704,0.1138039434724043,40.079557109779756
0.11500613197126222,0.11246648498252165,43.47533220196287
0.12611667048943614,0.11123383562612021,46.84268383440448
0.13830057843624785,0.11007598390743922,50.168317503283546
0.15166155212924748,0.10900609081431734,53.44058743603689
0.166313305803383,0.10800141575686895,56.64942285800472
0.18238053942423962,0.10706069691677977,59.786221674575415
0.2,0.10618069911233685,62.843756108758875
